id,created_at,z_rms_velocity_in_s,z_rms_velocity_mm_s,temperature_f,temperature_c,x_rms_velocity_in_s,x_rms_velocity_mm_s,z_peak_acceleration_g,x_peak_acceleration_g,z_peak_vel_comp_freq_hz,x_peak_vel_comp_freq_hz,z_rms_acceleration_g,x_rms_acceleration_g,z_kurtosis,x_kurtosis,z_crest_factor,x_crest_factor,z_peak_velocity_in_s,z_peak_velocity_mm_s,x_peak_velocity_in_s,x_peak_velocity_mm_s,z_high_freq_rms_accel_g,x_high_freq_rms_accel_g,fault,rpm
58212,2026-05-21 07:04:58.798638+00:00,0.0547,1.39,72.51,22.5,0.0854,2.169,0.397,0.51,61.0,61.0,0.107,0.123,2.394,2.658,3.075,3.406,0.0774,1.966,0.1207,3.068,0.129,0.149,rolamento_inner,1000.0
58239,2026-05-21 07:05:52.803584+00:00,0.0634,1.61,72.98,22.76,0.0858,2.18,0.403,0.586,61.0,61.0,0.11,0.136,2.352,2.681,3.063,3.893,0.0896,2.278,0.1214,3.083,0.131,0.15,rolamento_inner,1000.0
58243,2026-05-21 07:06:00.803890+00:00,0.0645,1.638,72.56,22.53,0.0783,1.989,0.419,0.499,61.0,61.0,0.112,0.13,2.404,2.48,3.228,3.405,0.0912,2.317,0.1107,2.813,0.13,0.146,rolamento_inner,1000.0
58291,2026-05-21 07:07:36.809719+00:00,0.0719,1.827,74.33,23.51,0.0832,2.115,0.434,0.619,12.2,61.0,0.124,0.152,2.382,2.836,3.359,4.14,0.1017,2.584,0.1177,2.991,0.129,0.149,rolamento_inner,1000.0
58446,2026-05-21 07:12:46.827816+00:00,0.0583,1.481,72.65,22.58,0.0889,2.259,0.45,0.571,61.0,61.0,0.117,0.143,2.439,2.724,3.477,3.758,0.0824,2.094,0.1257,3.194,0.129,0.152,rolamento_inner,1000.0
58547,2026-05-21 07:25:39.102531+00:00,0.0672,1.708,71.49,21.94,0.0894,2.272,0.659,0.882,61.0,61.0,0.183,0.178,2.898,2.78,4.035,3.269,0.0951,2.416,0.1265,3.214,0.163,0.269,rolamento_inner,2000.0
58553,2026-05-21 07:25:51.103218+00:00,0.0745,1.894,71.63,22.01,0.1075,2.731,0.614,0.885,58.5,58.5,0.185,0.183,2.849,2.794,3.698,3.269,0.1054,2.678,0.152,3.863,0.166,0.27,rolamento_inner,2000.0
58649,2026-05-21 07:29:03.114706+00:00,0.0605,1.538,70.79,21.55,0.0911,2.314,0.567,0.826,61.0,61.0,0.192,0.172,2.672,2.85,3.318,3.185,0.0856,2.175,0.1288,3.272,0.171,0.259,rolamento_inner,2000.0
58677,2026-05-21 07:29:59.117810+00:00,0.0654,1.662,70.79,21.55,0.0963,2.447,0.68,1.039,61.0,58.5,0.181,0.177,2.931,3.047,3.949,3.824,0.0925,2.351,0.1362,3.461,0.172,0.271,rolamento_inner,2000.0
58678,2026-05-21 07:30:01.117980+00:00,0.0642,1.632,70.88,21.6,0.0932,2.369,0.593,1.085,61.0,61.0,0.152,0.163,2.881,3.116,3.386,3.822,0.0908,2.308,0.1319,3.351,0.175,0.284,rolamento_inner,2000.0
58746,2026-05-21 07:32:17.125614+00:00,0.0699,1.775,71.02,21.68,0.1124,2.855,0.656,0.988,58.5,58.5,0.166,0.185,2.859,2.91,3.818,3.682,0.0988,2.511,0.159,4.038,0.172,0.268,rolamento_inner,2000.0
58762,2026-05-21 07:32:49.127519+00:00,0.0654,1.662,70.84,21.57,0.1047,2.661,0.542,0.936,58.5,61.0,0.179,0.183,2.758,2.741,3.098,3.234,0.0925,2.351,0.1481,3.763,0.175,0.289,rolamento_inner,2000.0
58773,2026-05-21 07:33:11.128740+00:00,0.0674,1.712,72.14,22.3,0.1013,2.573,0.626,1.026,61.0,61.0,0.168,0.172,2.893,2.992,3.591,3.569,0.0953,2.422,0.1432,3.639,0.174,0.287,rolamento_inner,2000.0
58826,2026-05-21 07:34:57.135107+00:00,0.0679,1.726,71.12,21.73,0.1012,2.572,0.643,1.057,61.0,61.0,0.163,0.188,2.846,2.935,3.753,3.897,0.0961,2.441,0.1432,3.638,0.171,0.271,rolamento_inner,2000.0
58843,2026-05-21 07:35:31.137228+00:00,0.0756,1.921,72.0,22.22,0.1017,2.583,0.565,1.108,58.5,58.5,0.177,0.191,2.733,2.933,3.335,4.033,0.1069,2.717,0.1438,3.654,0.169,0.274,rolamento_inner,2000.0
58844,2026-05-21 07:35:33.137517+00:00,0.0692,1.759,71.16,21.75,0.0994,2.526,0.605,0.984,61.0,58.5,0.17,0.185,2.86,2.924,3.432,3.502,0.0979,2.488,0.1406,3.572,0.176,0.281,rolamento_inner,2000.0
58895,2026-05-21 07:37:15.143223+00:00,0.0632,1.606,71.12,21.73,0.1064,2.703,0.643,0.867,61.0,61.0,0.16,0.162,2.968,2.839,3.782,3.291,0.0894,2.271,0.1505,3.823,0.17,0.263,rolamento_inner,2000.0
58903,2026-05-21 07:37:31.144075+00:00,0.0723,1.838,71.02,21.68,0.1057,2.685,0.58,0.962,58.5,58.5,0.187,0.184,2.675,2.985,3.386,3.536,0.1023,2.6,0.1495,3.798,0.171,0.272,rolamento_inner,2000.0
58917,2026-05-21 07:37:59.145612+00:00,0.066,1.677,71.07,21.7,0.094,2.387,0.606,0.998,61.0,61.0,0.154,0.162,2.766,2.922,3.616,3.592,0.0933,2.371,0.1329,3.376,0.167,0.278,rolamento_inner,2000.0
58959,2026-05-21 07:39:23.150904+00:00,0.0701,1.782,71.12,21.73,0.1018,2.586,0.656,1.059,61.0,61.0,0.182,0.194,2.911,2.901,3.74,3.648,0.0992,2.52,0.1439,3.657,0.175,0.29,rolamento_inner,2000.0
58987,2026-05-21 07:40:19.154050+00:00,0.0694,1.764,71.02,21.68,0.0976,2.479,0.611,1.128,58.5,58.5,0.167,0.17,2.804,3.034,3.491,4.022,0.0982,2.496,0.138,3.506,0.175,0.28,rolamento_inner,2000.0
59004,2026-05-21 07:40:53.156069+00:00,0.0729,1.853,71.07,21.7,0.0985,2.502,0.578,1.032,58.5,58.5,0.182,0.178,2.728,2.88,3.379,3.625,0.1032,2.621,0.1393,3.538,0.171,0.284,rolamento_inner,2000.0
59120,2026-05-21 07:44:45.170069+00:00,0.0755,1.918,71.16,21.75,0.0923,2.346,0.672,0.982,58.5,61.0,0.173,0.188,2.785,2.803,3.842,3.64,0.1067,2.712,0.1306,3.318,0.175,0.269,rolamento_inner,2000.0
59128,2026-05-21 07:45:01.170882+00:00,0.0636,1.616,71.49,21.94,0.0989,2.513,0.681,1.166,61.0,61.0,0.184,0.19,2.896,3.139,3.917,4.404,0.0899,2.285,0.1399,3.554,0.174,0.264,rolamento_inner,2000.0
59156,2026-05-21 07:45:57.174344+00:00,0.0684,1.737,71.02,21.68,0.0987,2.508,0.655,1.074,61.0,61.0,0.16,0.166,2.988,3.045,3.671,3.635,0.0967,2.457,0.1396,3.547,0.178,0.295,rolamento_inner,2000.0
59238,2026-05-21 07:48:41.184216+00:00,0.0792,2.014,71.77,22.09,0.0913,2.321,0.709,0.95,9.7,58.5,0.188,0.186,2.964,2.908,4.057,3.423,0.1121,2.848,0.1292,3.282,0.174,0.277,rolamento_inner,2000.0
59248,2026-05-21 07:49:01.183971+00:00,0.0638,1.622,71.3,21.83,0.0976,2.48,0.713,1.067,58.5,61.0,0.165,0.163,2.991,2.701,4.045,3.813,0.0903,2.294,0.138,3.507,0.176,0.279,rolamento_inner,2000.0
59383,2026-05-21 07:53:31.201509+00:00,0.0706,1.793,71.77,22.09,0.1075,2.732,0.68,0.981,61.0,58.5,0.176,0.173,2.792,2.94,3.864,3.516,0.0998,2.536,0.1521,3.863,0.176,0.279,rolamento_inner,2000.0
59441,2026-05-21 07:55:27.208542+00:00,0.07,1.778,71.39,21.88,0.0994,2.526,0.609,1.019,61.0,58.5,0.19,0.168,2.868,3.02,3.427,3.73,0.099,2.515,0.1406,3.573,0.177,0.273,rolamento_inner,2000.0
59524,2026-05-21 08:17:25.415923+00:00,0.0716,1.821,76.91,24.95,0.117,2.972,0.419,0.56,61.0,53.7,0.086,0.14,2.461,2.576,3.347,4.167,0.1013,2.575,0.1655,4.203,0.125,0.134,rolamento_inner,500.0
59533,2026-05-21 08:17:43.416750+00:00,0.0591,1.502,77.05,25.03,0.113,2.87,0.56,0.542,61.0,56.1,0.088,0.136,2.333,2.558,4.5,4.043,0.0836,2.124,0.1598,4.059,0.124,0.134,rolamento_inner,500.0
59543,2026-05-21 08:18:03.418074+00:00,0.0616,1.564,78.33,25.73,0.1136,2.887,0.43,0.481,61.0,56.1,0.086,0.125,2.296,2.528,3.448,3.539,0.0871,2.213,0.1607,4.083,0.124,0.136,rolamento_inner,500.0
59549,2026-05-21 08:18:15.418653+00:00,0.0645,1.639,76.86,24.92,0.1222,3.104,0.399,0.494,58.5,56.1,0.099,0.148,2.316,2.445,3.204,3.645,0.0912,2.318,0.1728,4.389,0.124,0.135,rolamento_inner,500.0
59551,2026-05-21 08:18:19.418899+00:00,0.0637,1.619,76.86,24.92,0.1118,2.841,0.435,0.556,61.0,53.7,0.102,0.142,2.365,2.595,3.482,4.073,0.0901,2.29,0.1582,4.019,0.124,0.136,rolamento_inner,500.0
59725,2026-05-21 08:24:07.439706+00:00,0.0595,1.511,75.41,24.11,0.1165,2.959,0.478,0.491,61.0,56.1,0.093,0.141,2.436,2.531,3.765,3.611,0.0841,2.138,0.1648,4.186,0.127,0.135,rolamento_inner,500.0
59729,2026-05-21 08:24:15.439106+00:00,0.0576,1.463,75.36,24.09,0.1208,3.07,0.446,0.526,61.0,53.7,0.088,0.142,2.344,2.509,3.602,3.853,0.0814,2.069,0.1709,4.342,0.124,0.136,rolamento_inner,500.0
59742,2026-05-21 08:24:41.441626+00:00,0.0669,1.699,75.41,24.11,0.1222,3.104,0.582,0.512,58.5,56.1,0.095,0.143,2.528,2.518,4.714,3.74,0.0946,2.403,0.1728,4.39,0.123,0.136,rolamento_inner,500.0
59769,2026-05-21 08:25:35.444852+00:00,0.0624,1.586,75.41,24.11,0.1124,2.855,0.517,0.584,61.0,56.1,0.097,0.148,2.443,2.481,4.096,4.288,0.0883,2.243,0.1589,4.037,0.126,0.136,rolamento_inner,500.0
59816,2026-05-21 08:27:09.448893+00:00,0.0654,1.663,75.27,24.03,0.117,2.972,0.47,0.507,61.0,56.1,0.097,0.141,2.447,2.517,3.778,3.679,0.0926,2.352,0.1654,4.203,0.124,0.137,rolamento_inner,500.0
59902,2026-05-21 08:30:01.460447+00:00,0.0585,1.488,75.27,24.03,0.1047,2.661,0.493,0.594,61.0,56.1,0.095,0.134,2.425,2.544,3.861,4.297,0.0828,2.104,0.1481,3.763,0.127,0.138,rolamento_inner,500.0
59910,2026-05-21 08:30:17.461393+00:00,0.0683,1.735,75.45,24.14,0.1095,2.781,0.443,0.554,61.0,53.7,0.098,0.136,2.258,2.437,3.55,4.081,0.0966,2.454,0.1548,3.933,0.124,0.135,rolamento_inner,500.0
59935,2026-05-21 08:31:07.464495+00:00,0.0658,1.672,75.5,24.16,0.1172,2.977,0.563,0.548,58.5,56.1,0.101,0.142,2.456,2.508,4.391,3.946,0.0931,2.364,0.1657,4.211,0.128,0.139,rolamento_inner,500.0
59953,2026-05-21 08:31:43.466763+00:00,0.0588,1.493,76.77,24.87,0.1021,2.593,0.43,0.483,61.0,53.7,0.084,0.125,2.389,2.433,3.406,3.562,0.0831,2.112,0.1444,3.667,0.126,0.135,rolamento_inner,500.0
60019,2026-05-21 08:33:55.474430+00:00,0.0595,1.512,75.5,24.16,0.1208,3.069,0.509,0.54,61.0,56.1,0.093,0.142,2.396,2.585,4.026,3.894,0.0841,2.138,0.1708,4.34,0.126,0.138,rolamento_inner,500.0
60024,2026-05-21 08:34:05.475133+00:00,0.0589,1.498,75.27,24.03,0.101,2.567,0.423,0.52,61.0,53.7,0.086,0.121,2.324,2.511,3.371,3.816,0.0834,2.118,0.1429,3.631,0.125,0.136,rolamento_inner,500.0
60076,2026-05-21 08:35:49.481375+00:00,0.0667,1.696,75.27,24.03,0.1155,2.935,0.441,0.579,58.5,56.1,0.097,0.145,2.417,2.519,3.483,4.194,0.0944,2.398,0.1634,4.151,0.126,0.138,rolamento_inner,500.0
60089,2026-05-21 08:36:15.482870+00:00,0.0533,1.354,75.27,24.03,0.1031,2.62,0.468,0.511,61.0,53.7,0.082,0.128,2.28,2.555,3.7,3.729,0.0754,1.916,0.1458,3.705,0.126,0.137,rolamento_inner,500.0
60095,2026-05-21 08:36:27.483470+00:00,0.056,1.424,75.27,24.03,0.1033,2.624,0.436,0.482,61.0,56.1,0.08,0.122,2.228,2.535,3.513,3.534,0.0793,2.014,0.1461,3.711,0.124,0.136,rolamento_inner,500.0
60103,2026-05-21 08:36:43.484465+00:00,0.0589,1.498,75.97,24.43,0.1159,2.944,0.406,0.532,61.0,56.1,0.082,0.138,2.259,2.578,3.212,3.889,0.0834,2.119,0.1639,4.164,0.126,0.136,rolamento_inner,500.0
60104,2026-05-21 08:36:45.484588+00:00,0.0623,1.582,75.41,24.11,0.1126,2.862,0.418,0.493,58.5,56.1,0.09,0.132,2.292,2.412,3.314,3.602,0.0881,2.238,0.1593,4.047,0.126,0.136,rolamento_inner,500.0
60186,2026-05-21 08:39:29.494189+00:00,0.059,1.5,75.45,24.14,0.1123,2.854,0.482,0.513,61.0,56.1,0.089,0.131,2.472,2.476,3.784,3.754,0.0835,2.121,0.1589,4.036,0.127,0.136,rolamento_inner,500.0
60195,2026-05-21 08:39:47.495392+00:00,0.0601,1.528,75.36,24.09,0.1242,3.155,0.548,0.503,61.0,56.1,0.093,0.147,2.345,2.594,4.387,3.655,0.0851,2.161,0.1757,4.463,0.125,0.137,rolamento_inner,500.0
60204,2026-05-21 08:40:05.496351+00:00,0.055,1.397,75.45,24.14,0.1106,2.81,0.432,0.435,58.5,53.7,0.082,0.135,2.329,2.339,3.462,3.193,0.0778,1.976,0.1565,3.975,0.125,0.136,rolamento_inner,500.0
60223,2026-05-21 08:40:43.498558+00:00,0.0654,1.662,75.83,24.35,0.1212,3.079,0.443,0.458,58.5,56.1,0.097,0.143,2.328,2.391,3.565,3.365,0.0925,2.351,0.1714,4.355,0.124,0.136,rolamento_inner,500.0
60239,2026-05-21 08:41:15.500333+00:00,0.0557,1.416,75.5,24.16,0.1088,2.764,0.428,0.452,61.0,53.7,0.084,0.127,2.342,2.346,3.452,3.384,0.0788,2.003,0.1539,3.909,0.124,0.133,rolamento_inner,500.0
60250,2026-05-21 08:41:37.501867+00:00,0.0591,1.502,75.41,24.11,0.1256,3.192,0.42,0.5,61.0,53.7,0.095,0.142,2.298,2.461,3.314,3.69,0.0836,2.124,0.1777,4.515,0.126,0.135,rolamento_inner,500.0
60295,2026-05-21 08:43:07.504992+00:00,0.0598,1.521,76.25,24.58,0.1148,2.916,0.454,0.556,58.5,56.1,0.092,0.141,2.434,2.556,3.614,3.989,0.0846,2.151,0.1623,4.124,0.125,0.139,rolamento_inner,500.0
60368,2026-05-21 08:45:33.515591+00:00,0.0647,1.645,75.88,24.37,0.1137,2.889,0.488,0.563,58.5,56.1,0.094,0.135,2.442,2.557,3.803,4.072,0.0915,2.326,0.1608,4.086,0.128,0.138,rolamento_inner,500.0
60378,2026-05-21 08:45:53.516932+00:00,0.0607,1.542,75.92,24.4,0.1237,3.143,0.384,0.521,58.5,56.1,0.088,0.144,2.291,2.534,3.099,3.847,0.0858,2.18,0.175,4.445,0.124,0.135,rolamento_inner,500.0
60428,2026-05-21 08:47:33.522787+00:00,0.0598,1.52,76.68,24.82,0.1058,2.689,0.504,0.561,61.0,56.1,0.089,0.129,2.441,2.567,4.016,4.11,0.0846,2.15,0.1497,3.803,0.125,0.136,rolamento_inner,500.0
60430,2026-05-21 08:47:37.523015+00:00,0.0548,1.392,75.83,24.35,0.1096,2.785,0.466,0.555,61.0,53.7,0.089,0.136,2.361,2.573,3.646,4.047,0.0775,1.969,0.155,3.938,0.127,0.137,rolamento_inner,500.0
60438,2026-05-21 08:47:53.521757+00:00,0.057,1.447,75.59,24.22,0.116,2.948,0.432,0.612,61.0,56.1,0.083,0.136,2.283,2.629,3.458,4.477,0.0806,2.047,0.1641,4.169,0.125,0.136,rolamento_inner,500.0
60467,2026-05-21 08:48:51.527284+00:00,0.057,1.45,75.69,24.27,0.1048,2.662,0.444,0.487,61.0,53.7,0.09,0.132,2.285,2.422,3.559,3.633,0.0807,2.05,0.1482,3.765,0.124,0.134,rolamento_inner,500.0
60473,2026-05-21 08:49:03.528026+00:00,0.0642,1.632,75.92,24.4,0.1245,3.162,0.454,0.521,58.5,56.1,0.092,0.141,2.317,2.471,3.598,3.824,0.0908,2.308,0.1761,4.472,0.126,0.136,rolamento_inner,500.0
60491,2026-05-21 08:49:39.530249+00:00,0.0638,1.621,75.69,24.27,0.1246,3.166,0.553,0.637,61.0,56.1,0.093,0.142,2.354,2.768,4.343,4.58,0.0902,2.293,0.1763,4.478,0.127,0.139,rolamento_inner,500.0
60521,2026-05-21 08:58:22.181378+00:00,0.0616,1.566,75.27,24.03,0.0803,2.04,0.479,0.514,61.0,61.0,0.131,0.166,2.458,2.685,3.689,3.4,0.0872,2.215,0.1136,2.886,0.129,0.151,rolamento_inner,1000.0
60527,2026-05-21 08:58:34.182184+00:00,0.0603,1.533,75.13,23.96,0.0865,2.198,0.421,0.494,61.0,58.5,0.139,0.176,2.355,2.635,3.221,3.353,0.0853,2.168,0.1223,3.108,0.13,0.147,rolamento_inner,1000.0
60531,2026-05-21 08:58:42.182554+00:00,0.0634,1.611,75.41,24.11,0.0915,2.325,0.499,0.584,61.0,61.0,0.124,0.173,2.441,2.631,3.845,3.94,0.0897,2.279,0.1295,3.289,0.129,0.148,rolamento_inner,1000.0
60548,2026-05-21 08:59:16.184584+00:00,0.0652,1.658,74.84,23.8,0.0798,2.026,0.535,0.551,61.0,58.5,0.116,0.149,2.399,2.66,4.195,3.791,0.0923,2.344,0.1128,2.866,0.127,0.145,rolamento_inner,1000.0
60575,2026-05-21 09:00:10.187649+00:00,0.0606,1.539,74.33,23.51,0.0816,2.074,0.449,0.511,61.0,61.0,0.126,0.157,2.446,2.594,3.461,3.444,0.0857,2.177,0.1155,2.934,0.129,0.148,rolamento_inner,1000.0
60595,2026-05-21 09:00:50.190186+00:00,0.0563,1.432,74.7,23.72,0.0859,2.184,0.528,0.62,61.0,61.0,0.123,0.154,2.478,2.777,4.012,4.0,0.0797,2.025,0.1216,3.088,0.131,0.155,rolamento_inner,1000.0
60620,2026-05-21 09:01:40.193248+00:00,0.0593,1.508,73.86,23.25,0.083,2.108,0.52,0.666,61.0,61.0,0.128,0.145,2.375,2.75,3.99,4.406,0.0839,2.133,0.1174,2.982,0.13,0.151,rolamento_inner,1000.0
60659,2026-05-21 09:02:58.197219+00:00,0.0598,1.519,73.82,23.23,0.0863,2.192,0.544,0.595,61.0,61.0,0.121,0.152,2.491,2.726,4.197,3.919,0.0845,2.148,0.122,3.1,0.129,0.152,rolamento_inner,1000.0
60772,2026-05-21 09:06:44.211148+00:00,0.065,1.651,73.3,22.94,0.0827,2.1,0.451,0.562,58.5,61.0,0.114,0.153,2.395,2.653,3.477,3.768,0.0919,2.335,0.1169,2.97,0.129,0.149,rolamento_inner,1000.0
60783,2026-05-21 09:07:06.212349+00:00,0.0575,1.461,73.91,23.28,0.083,2.109,0.413,0.516,61.0,61.0,0.116,0.149,2.39,2.644,3.178,3.398,0.0813,2.067,0.1174,2.983,0.129,0.152,rolamento_inner,1000.0
60798,2026-05-21 09:07:36.214241+00:00,0.0627,1.592,73.26,22.92,0.0944,2.399,0.484,0.547,61.0,58.5,0.108,0.143,2.348,2.655,3.763,3.676,0.0886,2.252,0.1336,3.393,0.128,0.148,rolamento_inner,1000.0
60826,2026-05-21 09:08:32.217541+00:00,0.0585,1.487,73.44,23.02,0.0915,2.325,0.445,0.526,58.5,61.0,0.109,0.147,2.397,2.638,3.46,3.494,0.0828,2.104,0.1294,3.289,0.128,0.15,rolamento_inner,1000.0
60860,2026-05-21 09:09:40.221685+00:00,0.0626,1.592,73.44,23.02,0.0915,2.325,0.466,0.578,61.0,61.0,0.119,0.142,2.458,2.777,3.553,3.875,0.0886,2.251,0.1294,3.288,0.131,0.149,rolamento_inner,1000.0
60898,2026-05-21 09:10:56.226227+00:00,0.0608,1.546,73.16,22.87,0.0806,2.047,0.43,0.478,61.0,61.0,0.12,0.143,2.362,2.578,3.309,3.177,0.0861,2.187,0.1139,2.895,0.13,0.15,rolamento_inner,1000.0
60928,2026-05-21 09:11:56.230001+00:00,0.0561,1.425,73.21,22.89,0.0881,2.239,0.42,0.522,61.0,58.5,0.123,0.144,2.462,2.671,3.206,3.439,0.0793,2.016,0.1246,3.166,0.131,0.151,rolamento_inner,1000.0
60976,2026-05-21 09:13:32.235647+00:00,0.0588,1.495,74.05,23.36,0.093,2.362,0.434,0.584,61.0,61.0,0.121,0.144,2.383,2.961,3.326,3.771,0.0832,2.115,0.1315,3.341,0.13,0.154,rolamento_inner,1000.0
60994,2026-05-21 09:14:08.237892+00:00,0.0612,1.554,73.4,23.0,0.0766,1.946,0.481,0.604,61.0,61.0,0.125,0.144,2.464,2.778,3.641,4.034,0.0865,2.198,0.1083,2.752,0.132,0.149,rolamento_inner,1000.0
61012,2026-05-21 09:14:44.239922+00:00,0.0619,1.573,73.21,22.89,0.0844,2.145,0.506,0.578,61.0,61.0,0.117,0.139,2.467,2.599,3.802,3.801,0.0876,2.225,0.1194,3.034,0.133,0.152,rolamento_inner,1000.0
61026,2026-05-21 09:15:12.241619+00:00,0.0577,1.465,73.26,22.92,0.0833,2.117,0.499,0.512,61.0,61.0,0.114,0.145,2.477,2.674,3.767,3.428,0.0816,2.072,0.1179,2.994,0.132,0.149,rolamento_inner,1000.0
61046,2026-05-21 09:15:52.244058+00:00,0.0597,1.518,73.26,22.92,0.0841,2.136,0.498,0.964,61.0,61.0,0.128,0.154,2.438,3.045,3.764,6.362,0.0845,2.146,0.1189,3.02,0.132,0.151,rolamento_inner,1000.0
61048,2026-05-21 09:15:56.244133+00:00,0.0689,1.75,74.05,23.36,0.0888,2.256,0.434,0.566,61.0,61.0,0.128,0.157,2.384,2.592,3.325,3.696,0.0974,2.475,0.1256,3.19,0.13,0.153,rolamento_inner,1000.0
61100,2026-05-21 09:17:40.250539+00:00,0.0715,1.816,73.3,22.94,0.0791,2.011,0.411,0.546,61.0,61.0,0.123,0.143,2.406,2.67,3.175,3.667,0.1011,2.568,0.112,2.844,0.129,0.149,rolamento_inner,1000.0
61104,2026-05-21 09:17:48.250829+00:00,0.0619,1.573,73.26,22.92,0.0764,1.941,0.46,0.546,61.0,61.0,0.13,0.138,2.432,2.628,3.434,3.495,0.0876,2.225,0.1081,2.746,0.134,0.156,rolamento_inner,1000.0
61110,2026-05-21 09:18:00.251606+00:00,0.0611,1.554,73.82,23.23,0.0888,2.257,0.472,0.671,61.0,61.0,0.123,0.145,2.423,2.798,3.562,4.372,0.0865,2.198,0.1256,3.192,0.132,0.153,rolamento_inner,1000.0
61130,2026-05-21 09:18:40.253908+00:00,0.055,1.398,73.3,22.94,0.0762,1.937,0.47,0.576,61.0,61.0,0.113,0.128,2.412,2.651,3.605,3.869,0.0778,1.977,0.1078,2.739,0.13,0.149,rolamento_inner,1000.0
61131,2026-05-21 09:18:42.254082+00:00,0.061,1.549,73.58,23.1,0.0984,2.501,0.478,0.49,61.0,61.0,0.137,0.16,2.456,2.567,3.626,3.303,0.0862,2.191,0.1392,3.537,0.131,0.148,rolamento_inner,1000.0
61159,2026-05-21 09:19:38.257568+00:00,0.0664,1.687,73.21,22.89,0.0906,2.302,0.427,0.53,58.5,61.0,0.119,0.14,2.45,2.649,3.252,3.454,0.0939,2.386,0.1282,3.256,0.131,0.153,rolamento_inner,1000.0
61182,2026-05-21 09:20:24.257234+00:00,0.0625,1.589,73.21,22.89,0.0849,2.158,0.438,0.528,61.0,61.0,0.126,0.141,2.456,2.645,3.315,3.539,0.0884,2.247,0.1202,3.053,0.132,0.149,rolamento_inner,1000.0
61217,2026-05-21 09:21:34.264867+00:00,0.0605,1.537,73.3,22.94,0.0832,2.113,0.516,0.571,61.0,58.5,0.126,0.155,2.429,2.649,3.966,3.825,0.0856,2.174,0.1176,2.989,0.13,0.149,rolamento_inner,1000.0
61218,2026-05-21 09:21:36.264900+00:00,0.061,1.551,73.3,22.94,0.0797,2.025,0.504,0.631,61.0,61.0,0.117,0.14,2.55,2.624,3.834,4.18,0.0863,2.194,0.1127,2.863,0.131,0.151,rolamento_inner,1000.0
61320,2026-05-21 09:25:00.276943+00:00,0.0599,1.522,74.99,23.88,0.0857,2.178,0.437,0.667,61.0,61.0,0.118,0.135,2.365,2.651,3.36,4.449,0.0847,2.153,0.1212,3.08,0.13,0.149,rolamento_inner,1000.0
61325,2026-05-21 09:25:10.277593+00:00,0.0633,1.608,73.44,23.02,0.0878,2.23,0.485,0.643,61.0,61.0,0.121,0.144,2.416,2.535,3.706,4.347,0.0895,2.275,0.1242,3.154,0.13,0.147,rolamento_inner,1000.0
61336,2026-05-21 09:25:32.277983+00:00,0.0631,1.604,73.35,22.97,0.0836,2.125,0.482,0.434,61.0,58.5,0.115,0.14,2.407,2.457,3.706,2.906,0.0893,2.268,0.1183,3.005,0.13,0.149,rolamento_inner,1000.0
61376,2026-05-21 09:26:52.283707+00:00,0.063,1.6,74.47,23.59,0.0883,2.243,0.444,0.531,61.0,61.0,0.121,0.141,2.446,2.601,3.37,3.598,0.0891,2.263,0.1249,3.173,0.131,0.147,rolamento_inner,1000.0
61398,2026-05-21 09:27:36.286702+00:00,0.0573,1.457,73.3,22.94,0.0857,2.177,0.37,0.547,61.0,58.5,0.126,0.156,2.366,2.629,2.82,3.67,0.0811,2.061,0.1212,3.079,0.131,0.149,rolamento_inner,1000.0
61406,2026-05-21 09:27:52.287454+00:00,0.0673,1.709,73.49,23.05,0.0867,2.203,0.431,0.529,58.5,61.0,0.123,0.15,2.396,2.646,3.287,3.583,0.0951,2.417,0.1226,3.115,0.131,0.147,rolamento_inner,1000.0
61409,2026-05-21 09:27:58.287817+00:00,0.0613,1.557,73.4,23.0,0.0927,2.356,0.437,0.488,61.0,61.0,0.128,0.148,2.415,2.543,3.323,3.3,0.0867,2.203,0.1311,3.332,0.131,0.148,rolamento_inner,1000.0
61474,2026-05-21 09:30:08.295664+00:00,0.0563,1.432,74.56,23.64,0.0877,2.229,0.411,0.581,58.5,61.0,0.121,0.155,2.42,2.578,3.116,3.814,0.0797,2.025,0.1241,3.153,0.132,0.152,rolamento_inner,1000.0
61481,2026-05-21 09:30:22.296475+00:00,0.0672,1.709,73.54,23.07,0.084,2.134,0.528,0.639,61.0,61.0,0.128,0.15,2.552,2.715,3.946,4.182,0.0951,2.417,0.1188,3.018,0.133,0.152,rolamento_inner,1000.0
61491,2026-05-21 09:30:42.297659+00:00,0.0529,1.344,73.44,23.02,0.0745,1.892,0.441,0.549,61.0,61.0,0.107,0.135,2.355,2.764,3.394,3.605,0.0748,1.901,0.1053,2.676,0.13,0.152,rolamento_inner,1000.0
61496,2026-05-21 20:25:50.963569+00:00,0.0568,1.444,79.89,26.6,0.0709,1.802,0.512,0.524,61.0,61.0,0.073,0.099,2.467,2.679,4.171,3.856,0.0804,2.042,0.1003,2.548,0.122,0.136,acelerando,2000.0
61497,2026-05-21 20:26:17.787836+00:00,0.0534,1.356,79.42,26.34,0.0744,1.89,0.483,0.628,61.0,61.0,0.064,0.097,2.462,2.584,4.036,4.824,0.0755,1.918,0.1052,2.673,0.119,0.13,acelerando,2000.0
